area,ciudad,conglomerado,panelm,vivienda,hogar,vi01,vi02,vi03a,vi03b,vi04a,vi04b,vi05a,vi05b,vi06,vi07,vi07a,vi07b,vi08,vi09,vi09a,vi09b,vi10,vi101,vi102,vi10a,vi11,vi12,vi13,vi14,vi141,vi142,vi143,vi144,vi1511,vi1521,vi1512,vi1522,vi1531,vi1541,vi1532,vi1542,vi1533,vi1543,vi1534,vi1544,vi1535,vi1545,vi1536,vi1546,estrato,fexp,upm,id_vivienda,id_hogar,periodo,provincia,area_etiqueta,grupo_cuartos,grupo_dormitorios
1,111350,403,55,5,1,1,2,1,2,2,2,1,2,4,3,0,1,1,1, , ,1, , ,1,1,1,2,4,120, , , ,1,1,2, ,2, ,2, ,2, ,1,60,2, ,2, ,1111,"453,032734438042",111350000403,11135000040305505,111350000403055051,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,111350,403,55,6,1,1,2,1,1,2,1,1,1,2,1,0,1,1,1, , ,1, , ,1,1,1,2,1,80,2,2,1,2, ,2, , , , , , , , , , , , , ,1111,"453,032734438042",111350000403,11135000040305506,111350000403055061,202602,11,Urbana,1-2 cuartos,1 dormitorio
1,111350,403,55,7,1,1,1,4,3,4,2,3,2,3,2,0,1,1,1, , ,1, , ,1,1,1,2,4,100, , , ,2, ,2, , , , , , , , , , , , , ,1111,"453,032734438042",111350000403,11135000040305507,111350000403055071,202602,11,Urbana,3-4 cuartos,3 dormitorios
2,111354,900202,55,1,1,3,3,3,2,7,3,3,2,2,1,0,1,1,2, , ,1, , ,1,2,1,4,4,50, , , ,2, ,2, , , , , , , , , , , , , ,1121,"296,140022750163",111354900202,11135490020205501,111354900202055011,202602,11,Rural,1-2 cuartos,3 dormitorios
2,111354,900202,55,2,1,3,3,4,2,7,3,3,3,2,1,0,1,1,2, , ,1, , ,1,2,1,4,4,30, , , ,2, ,2, , , , , , , , , , , , , ,1121,"296,140022750163",111354900202,11135490020205502,111354900202055021,202602,11,Rural,1-2 cuartos,3 dormitorios
2,111354,900202,55,3,1,4,3,3,2,7,3,3,2,2,0,0,1,1,2, , ,1, , ,2,2,1,4,5,50, , , ,2, ,2, , , , , , , , , , , , , ,1121,"296,140022750163",111354900202,11135490020205503,111354900202055031,202602,11,Rural,1-2 cuartos,3 dormitorios
2,111354,900202,55,4,1,3,1,3,2,4,2,1,2,4,3,0,1,1,2, , ,1, , ,1,1,1,4,4,100, , , ,2, ,2, , , , , , , , , , , , , ,1121,"296,140022750163",111354900202,11135490020205504,111354900202055041,202602,11,Rural,3-4 cuartos,1 dormitorio
2,111354,900202,55,5,1,3,1,4,2,4,2,1,2,3,2,0,1,1,1, , ,1, , ,2,1,1,4,4,80, , , ,1,1,2, ,2, ,2, ,2, ,1,80,2, ,2, ,1121,"296,140022750163",111354900202,11135490020205505,111354900202055051,202602,11,Rural,3-4 cuartos,1 dormitorio
2,111354,900202,55,6,1,3,1,3,2,7,3,3,2,1,0,0,2,1,2, , ,1, , ,2,1,1,4,4,40, , , ,2, ,2, , , , , , , , , , , , , ,1121,"296,140022750163",111354900202,11135490020205506,111354900202055061,202602,11,Rural,1-2 cuartos,3 dormitorios
2,111354,900202,55,7,1,3,1,4,2,7,3,3,2,4,3,0,1,1,2, , ,1, , ,2,1,1,4,4,40, , , ,2, ,2, , , , , , , , , , , , , ,1121,"296,140022750163",111354900202,11135490020205507,111354900202055071,202602,11,Rural,3-4 cuartos,3 dormitorios
2,111450,900701,75,1,1,3,2,3,1,4,2,3,1,4,3,0,1,1,2, , ,1, , ,1,2,1,4,4,100, , , ,2, ,2, , , , , , , , , , , , , ,1121,"352,816017539601",111450900701,11145090070107501,111450900701075011,202602,11,Rural,3-4 cuartos,3 dormitorios
2,111450,900701,75,2,1,3,1,3,2,7,3,7,1,4,3,0,1,1,2, , ,1, , ,2,2,1,2,4,100, , , ,2, ,2, , , , , , , , , , , , , ,1121,"352,816017539601",111450900701,11145090070107502,111450900701075021,202602,11,Rural,3-4 cuartos,4 o más dormitorios
2,111450,900701,75,3,1,3,1,3,3,4,2,1,3,3,2,0,1,1,2, , ,1, , ,2,1,1,2,4,150, , , ,2, ,2, , , , , , , , , , , , , ,1121,"352,816017539601",111450900701,11145090070107503,111450900701075031,202602,11,Rural,3-4 cuartos,1 dormitorio
2,111450,900701,75,4,1,3,1,4,2,4,2,3,2,2,1,0,1,1,2, , ,1, , ,1,1,1,4,4,20, , , ,2, ,1,1,2, ,2, ,2, ,1,25,2, ,2, ,1121,"352,816017539601",111450900701,11145090070107504,111450900701075041,202602,11,Rural,1-2 cuartos,3 dormitorios
2,111450,900701,75,5,1,3,1,3,2,4,2,1,2,4,3,0,1,1,2, , ,1, , ,1,1,1,4,5,100, , , ,2, ,1,1,2, ,2, ,2, ,1,15,2, ,2, ,1121,"352,816017539601",111450900701,11145090070107505,111450900701075051,202602,11,Rural,3-4 cuartos,1 dormitorio
2,111450,900701,75,6,1,3,1,3,2,4,2,1,2,5,4,0,1,1,2, , ,1, , ,1,1,1,4,4,50, , , ,1,1,2, ,2, ,2, ,2, ,1,20,2, ,2, ,1121,"352,816017539601",111450900701,11145090070107506,111450900701075061,202602,11,Rural,5 o más cuartos,1 dormitorio
2,111450,900701,75,7,1,4,1,3,2,4,2,1,2,4,3,0,1,1,2, , ,1, , ,1,1,1,4,4,200, , , ,1,1,2, ,2, ,2, ,2, ,1,40,2, ,2, ,1121,"352,816017539601",111450900701,11145090070107507,111450900701075071,202602,11,Rural,3-4 cuartos,1 dormitorio
